"COLUMN_NAME","COMMENTS"
"F0135_005V","证券代码"
"F0135_006N","分钟-开票"
"F0135_007N","分钟-收盘"
"F0135_008N","累计-成交额"
"F0135_009N","累计-成交量"
"F0135_010N","分钟-最高成交价"
"F0135_011N","分钟-最低成交价"
"F0135_013N","分钟-叫买揭示1"
"F0135_014N","分钟-叫卖揭示1"
"F0135_015N","累计-市盈率1"
"F0135_016N","累计-升跌1"
"F0135_017N","累计-涨跌幅"
"F0135_018N","分钟-成交量加权平均价"
"F0135_019N","累计-成交量加权平均价"
"F0135_020N","分钟-VWAP标准差"
"F0135_021N","分钟-成交量"
"F0135_022N","分钟-成交额"
"F0135_023N","分钟-买价成交量"
"F0135_024N","分钟-卖价成交量"
"F0135_025N","分钟-中价成交量"
"F0135_026N","分钟-交易笔数"
"F0135_027N","分钟-平均交易量"
"F0135_028N","累计-资金流量"
"F0135_029N","累计-资金流量(特大户)"
"F0135_030N","累计-资金流量(大户)"
"F0135_031N","累计-资金流量(散户)"
"F0135_032N","累计-资金流量(游资)"
"F0135_033N","累计-成交量(特大户)"
"F0135_034N","累计-成交量(大户)"
"F0135_035N","累计-成交量(散户)"
"F0135_036N","累计-资金流量相对值"
"F0135_037N","VWAP回报"
"F0135_038D","创建时间"
"F0135_039V","停复牌标志(T停牌，N正常)"
"F0135_040N","基金份额参考净值"
"F0135_041N","分钟-资金流量"
"F0135_042N","分钟-资金流量(特大户)"
"F0135_043N","分钟-资金流量(大户)"
"F0135_044N","分钟-资金流量(散户)"
"F0135_045N","分钟-资金流量(游资)"
"F0135_046N","分钟-成交量(特大户)"
"F0135_047N","分钟-成交量(大户)"
"F0135_048N","分钟-成交量(散户)"
"F0135_049N","当天-最高价"
"F0135_050N","当天-最低价"
"F0135_051N","当天-开盘价"
"F0135_052N","隐含波动率"
"F0135_053N","分钟内回报"
"F0135_054N","累计-交易笔数"
"F0135_055N","累计-资金流量(中户)"
"F0135_056N","分钟-资金流量(中户)"
"OB_SEQ_ID","序列号"
"F0135_057N","累计-成交量(中户)"
"F0135_058N","分钟-成交量(中户)"
"F0135_059N","委买卖比"
"F0135_060N","累计-总资金流入"
"F0135_061N","累计-总资金流出"
"F0135_062N","累计-总资金净流入"
"F0135_063N","累计-主力资金流入"
"F0135_064N","累计-主力资金流出"
"F0135_065N","累计-主力资金净流入"
"F0135_066N","累计-非主力资金流入"
"F0135_067N","累计-非主力资金流出"
"F0135_068N","累计-非主力资金净流入"
"F0135_069N","分钟-总资金流入"
"F0135_070N","分钟-总资金流出"
"F0135_071N","分钟-总资金净流入"
"F0135_072N","分钟-主力资金流入"
"F0135_073N","分钟-主力资金流出"
"F0135_074N","分钟-主力资金净流入"
"F0135_075N","分钟-非主力资金流入"
"F0135_076N","分钟-非主力资金流出"
"F0135_077N","分钟-非主力资金净流入"
"F0135_078N","预留"
"F0135_079N","预留"
"F0135_080N","预留"
"F0136_065N","累计-主力资金净流入"
"F0136_066N","累计-非主力资金流入"
"F0136_067N","累计-非主力资金流出"
"F0136_068N","累计-非主力资金净流入"
"F0136_069N","分钟-总资金流入"
"F0136_070N","分钟-总资金流出"
"F0136_071N","分钟-总资金净流入"
"F0136_072N","分钟-主力资金流入"
"F0136_073N","分钟-主力资金流出"
"F0136_074N","分钟-主力资金净流入"
"F0136_075N","分钟-非主力资金流入"
"F0136_076N","分钟-非主力资金流出"
"F0136_077N","分钟-非主力资金净流入"
"F0136_078N","预留"
"F0136_079N","预留"
"F0136_080N","预留"
"F0136_001D","交易日"
"F0136_002V","交易时间"
"F0136_003V","交易场所(深主板，深中小板，深创业板，上海主板)"
"F0136_004V","证券类别"
"F0136_005V","证券代码"
"F0136_006N","分钟-开票"
"F0136_007N","分钟-收盘"
"F0136_008N","累计-成交额"
"F0136_009N","累计-成交量"
"F0136_010N","分钟-最高成交价"
"F0136_011N","分钟-最低成交价"
"F0136_013N","分钟-叫买揭示1"
"F0136_014N","分钟-叫卖揭示1"
"F0136_015N","累计-市盈率1"
"F0136_016N","累计-升跌1"
"F0136_017N","累计-涨跌幅"
"F0136_018N","分钟-成交量加权平均价"
"F0136_019N","累计-成交量加权平均价"
"F0136_020N","分钟-VWAP标准差"
"F0136_021N","分钟-成交量"
"F0136_022N","分钟-成交额"
"F0136_023N","分钟-买价成交量"
"F0136_024N","分钟-卖价成交量"
"F0136_025N","分钟-中价成交量"
"F0136_026N","分钟-交易笔数"
"F0136_027N","分钟-平均交易量"
"F0136_028N","累计-资金流量"
"F0136_029N","累计-资金流量(特大户)"
"F0136_030N","累计-资金流量(大户)"
"F0136_031N","累计-资金流量(散户)"
"F0136_032N","累计-资金流量(游资)"
"F0136_033N","累计-成交量(特大户)"
"F0136_034N","累计-成交量(大户)"
"F0136_035N","累计-成交量(散户)"
"F0136_036N","累计-资金流量相对值"
"F0136_037N","VWAP回报"
"F0136_038D","创建时间"
"F0136_039V","停复牌标志(T停牌，N正常)"
"F0136_040N","基金份额参考净值"
"F0136_041N","分钟-资金流量"
"F0136_042N","分钟-资金流量(特大户)"
"F0136_043N","分钟-资金流量(大户)"
"F0136_044N","分钟-资金流量(散户)"
"F0136_045N","分钟-资金流量(游资)"
"F0136_046N","分钟-成交量(特大户)"
"F0136_047N","分钟-成交量(大户)"
"F0136_048N","分钟-成交量(散户)"
"F0136_049N","当天-最高价"
"F0136_050N","当天-最低价"
"F0136_051N","当天-开盘价"
"F0136_052N","隐含波动率"
"F0136_053N","分钟内回报"
"F0136_054N","累计-交易笔数"
"F0136_055N","累计-资金流量(中户)"
"F0136_056N","分钟-资金流量(中户)"
"OB_SEQ_ID","序列号"
"F0136_057N","累计-成交量(中户)"
"F0136_058N","分钟-成交量(中户)"
"F0136_059N","委买卖比"
"F0136_060N","累计-总资金流入"
"F0136_061N","累计-总资金流出"
"F0136_062N","累计-总资金净流入"
"F0136_063N","累计-主力资金流入"
"F0136_064N","累计-主力资金流出"
"F0137_024N","分钟-平仓量"
"OB_SEQ_ID","序列号"
"F0137_026N","累计-升跌幅度"
"F0137_027N","累计-资金流量"
"F0137_028N","累计-资金流量(游资)"
"F0137_029N","分钟-资金流量"
"F0137_030N","分钟-资金流量(游资)"
"F0137_031N","分钟-成交量加权平均价"
"F0137_032N","累计-成交量加权平均价"
"F0137_033N","分钟-VWAP标准差"
"F0137_034N","资金流量相对值"
"F0137_035N","资金流量每仓位"
"F0137_036N","昨虚实度"
"F0137_037N","今虚实度"
"F0137_038N","涨停板价"
"F0137_039N","跌停板价"
"F0137_040N","委买量"
"F0137_041N","委卖量"
"F0137_042N","单位合约损益"
"F0137_043N","隐含波动率(VIX)"
"F0137_044N","分钟-回报"
"F0137_045N","委买卖比"
"F0137_046N","距到期分钟数"
"F0137_047N","预留"
"F0137_048N","预留"
"F0137_001D","交易日"
"F0137_002V","交易时间"
"F0137_003V","交易市场"
"F0137_004V","预留"
"F0137_005V","品种代码"
"F0137_006V","合约代码"
"F0137_007N","当天-开盘价"
"F0137_008N","分钟-开盘价"
"F0137_009N","分钟-收盘价"
"F0137_010N","累计-成交额"
"F0137_011N","累计-成交量"
"F0137_012N","分钟-成交额"
"F0137_013N","分钟-成交量"
"F0137_014N","累计-最高价"
"F0137_015N","累计-最低价"
"F0137_016N","分钟-最高价"
"F0137_017N","分钟-最低价"
"F0137_018N","持仓量"
"F0137_019N","持仓量变化"
"F0137_020N","分钟-持仓量变化"
"F0137_021N","累计-开仓量"
"F0137_022N","累计-平仓量"
"F0137_023N","分钟-开仓量"
"F0137_049N","预留"
"F0137_050N","预留"
"F0137_025N","累计-升跌1"
"F0138_021N","累计-开仓量"
"F0138_022N","累计-平仓量"
"F0138_023N","分钟-开仓量"
"F0138_024N","分钟-平仓量"
"F0138_025N","累计-升跌1"
"F0138_026N","累计-升跌幅度"
"F0138_027N","累计-资金流量"
"F0138_028N","累计-资金流量(游资)"
"F0138_029N","分钟-资金流量"
"F0138_030N","分钟-资金流量(游资)"
"F0138_031N","分钟-成交量加权平均价"
"F0138_032N","累计-成交量加权平均价"
"F0138_033N","分钟-VWAP标准差"
"F0138_034N","资金流量相对值"
"F0138_035N","资金流量每仓位"
"F0138_036N","昨虚实度"
"F0138_037N","今虚实度"
"F0138_038N","涨停板价"
"F0138_039N","跌停板价"
"F0138_040N","委买量"
"F0138_041N","委卖量"
"F0138_042N","单位合约损益"
"F0138_043N","隐含波动率(VIX)"
"F0138_044N","分钟-回报"
"F0138_045N","委买卖比"
"F0138_046N","距到期分钟数"
"F0138_047N","预留"
"F0138_048N","预留"
"F0138_049N","预留"
"F0138_050N","预留"
"OB_SEQ_ID","序列号"
"F0138_001D","交易日"
"F0138_002V","交易时间"
"F0138_003V","交易市场"
"F0138_004V","预留"
"F0138_005V","品种代码"
"F0138_006V","合约代码"
"F0138_007N","当天-开盘价"
"F0138_008N","分钟-开盘价"
"F0138_009N","分钟-收盘价"
"F0138_010N","累计-成交额"
"F0138_011N","累计-成交量"
"F0138_012N","分钟-成交额"
"F0138_013N","分钟-成交量"
"F0138_014N","累计-最高价"
"F0138_015N","累计-最低价"
"F0138_016N","分钟-最高价"
"F0138_017N","分钟-最低价"
"F0138_018N","持仓量"
"F0138_019N","持仓量变化"
"F0138_020N","分钟-持仓量变化"
"F0139_001D","交易日"
"OB_SEQ_ID","序列号"
"F0139_003V","交易市场"
"F0139_004V","预留"
"F0139_005V","品种代码"
"F0139_006V","合约代码"
"F0139_007N","当天-开盘价"
"F0139_008N","分钟-开盘价"
"F0139_009N","分钟-收盘价"
"F0139_010N","累计-成交额"
"F0139_011N","累计-成交量"
"F0139_012N","分钟-成交额"
"F0139_013N","分钟-成交量"
"F0139_014N","累计-最高价"
"F0139_015N","累计-最低价"
"F0139_016N","分钟-最高价"
"F0139_017N","分钟-最低价"
"F0139_018N","持仓量"
"F0139_019N","持仓量变化"
"F0139_020N","分钟-持仓量变化"
"F0139_021N","累计-开仓量"
"F0139_022N","累计-平仓量"
"F0139_023N","分钟-开仓量"
"F0139_024N","分钟-平仓量"
"F0139_025N","累计-升跌1"
"F0139_026N","累计-升跌幅度"
"F0139_027N","累计-资金流量"
"F0139_028N","累计-资金流量(游资)"
"F0139_029N","分钟-资金流量"
"F0139_030N","分钟-资金流量(游资)"
"F0139_031N","分钟-成交量加权平均价"
"F0139_032N","累计-成交量加权平均价"
"F0139_033N","分钟-VWAP标准差"
"F0139_034N","资金流量相对值"
"F0139_035N","资金流量每仓位"
"F0139_036N","昨虚实度"
"F0139_037N","今虚实度"
"F0139_038N","涨停板价"
"F0139_039N","跌停板价"
"F0139_040N","委买量"
"F0139_041N","委卖量"
"F0139_042N","单位合约损益"
"F0139_043N","隐含波动率(VIX)"
"F0139_044N","分钟-回报"
"F0139_045N","委买卖比"
"F0139_046N","距到期分钟数"
"F0139_047N","预留"
"F0139_048N","预留"
"F0139_049N","预留"
"F0139_050N","预留"
"F0139_002V","交易时间"
"F0140_001D","交易日"
"OB_SEQ_ID","序列号"
"F0140_003V","交易市场"
"F0140_004V","预留"
"F0140_005V","品种代码"
"F0140_006V","合约代码"
"F0140_007N","当天-开盘价"
"F0140_008N","分钟-开盘价"
"F0140_009N","分钟-收盘价"
"F0140_010N","累计-成交额"
"F0140_011N","累计-成交量"
"F0140_012N","分钟-成交额"
"F0140_013N","分钟-成交量"
"F0140_014N","累计-最高价"
"F0140_015N","累计-最低价"
"F0140_016N","分钟-最高价"
"F0140_017N","分钟-最低价"
"F0140_018N","持仓量"
"F0140_019N","持仓量变化"
"F0140_020N","分钟-持仓量变化"
"F0140_021N","累计-开仓量"
"F0140_022N","累计-平仓量"
"F0140_023N","分钟-开仓量"
"F0140_024N","分钟-平仓量"
"F0140_025N","累计-升跌1"
"F0140_026N","累计-升跌幅度"
"F0140_027N","累计-资金流量"
"F0140_028N","累计-资金流量(游资)"
"F0140_029N","分钟-资金流量"
"F0140_030N","分钟-资金流量(游资)"
"F0140_031N","分钟-成交量加权平均价"
"F0140_032N","累计-成交量加权平均价"
"F0140_033N","分钟-VWAP标准差"
"F0140_034N","资金流量相对值"
"F0140_035N","资金流量每仓位"
"F0140_036N","昨虚实度"
"F0140_037N","今虚实度"
"F0140_038N","涨停板价"
"F0140_039N","跌停板价"
"F0140_040N","委买量"
"F0140_041N","委卖量"
"F0140_042N","单位合约损益"
"F0140_043N","隐含波动率(VIX)"
"F0140_044N","分钟-回报"
"F0140_045N","委买卖比"
"F0140_046N","距到期分钟数"
"F0140_047N","预留"
"F0140_048N","预留"
"F0140_049N","预留"
"F0140_050N","预留"
"F0140_002V","交易时间"
"F0141_035N","资金流量每仓位"
"F0141_036N","昨虚实度"
"F0141_001D","交易日"
"F0141_002V","交易时间"
"F0141_003V","交易市场"
"F0141_004V","预留"
"F0141_005V","品种代码"
"F0141_006V","合约代码"
"F0141_007N","当天-开盘价"
"F0141_008N","分钟-开盘价"
"F0141_009N","分钟-收盘价"
"F0141_010N","累计-成交额"
"F0141_011N","累计-成交量"
"F0141_012N","分钟-成交额"
"F0141_013N","分钟-成交量"
"F0141_014N","累计-最高价"
"F0141_015N","累计-最低价"
"F0141_016N","分钟-最高价"
"F0141_017N","分钟-最低价"
"F0141_018N","持仓量"
"F0141_019N","持仓量变化"
"F0141_020N","分钟-持仓量变化"
"F0141_021N","累计-开仓量"
"F0141_022N","累计-平仓量"
"F0141_023N","分钟-开仓量"
"F0141_024N","分钟-平仓量"
"F0141_025N","累计-升跌1"
"F0141_026N","累计-升跌幅度"
"F0141_027N","累计-资金流量"
"F0141_028N","累计-资金流量(游资)"
"F0141_029N","分钟-资金流量"
"F0141_030N","分钟-资金流量(游资)"
"F0141_031N","分钟-成交量加权平均价"
"F0141_032N","累计-成交量加权平均价"
"F0141_033N","分钟-VWAP标准差"
"F0141_034N","资金流量相对值"
"F0141_037N","今虚实度"
"F0141_038N","涨停板价"
"F0141_039N","跌停板价"
"F0141_040N","委买量"
"F0141_041N","委卖量"
"F0141_042N","单位合约损益"
"F0141_043N","隐含波动率(VIX)"
"F0141_044N","分钟-回报"
"F0141_045N","委买卖比"
"F0141_046N","距到期分钟数"
"F0141_047N","预留"
"F0141_048N","预留"
"F0141_049N","预留"
"F0141_050N","预留"
"OB_SEQ_ID","序列号"
"F0142_048N","预留"
"F0142_047N","预留"
"F0142_050N","预留"
"OB_SEQ_ID","序列号"
"F0142_001D","交易日"
"F0142_002V","交易时间"
"F0142_003V","交易市场"
"F0142_004V","预留"
"F0142_005V","品种代码"
"F0142_006V","合约代码"
"F0142_007N","当天-开盘价"
"F0142_008N","分钟-开盘价"
"F0142_009N","分钟-收盘价"
"F0142_010N","累计-成交额"
"F0142_011N","累计-成交量"
"F0142_012N","分钟-成交额"
"F0142_013N","分钟-成交量"
"F0142_014N","累计-最高价"
"F0142_015N","累计-最低价"
"F0142_016N","分钟-最高价"
"F0142_017N","分钟-最低价"
"F0142_018N","持仓量"
"F0142_019N","持仓量变化"
"F0142_020N","分钟-持仓量变化"
"F0142_021N","累计-开仓量"
"F0142_022N","累计-平仓量"
"F0142_023N","分钟-开仓量"
"F0142_024N","分钟-平仓量"
"F0142_025N","累计-升跌1"
"F0142_026N","累计-升跌幅度"
"F0142_027N","累计-资金流量"
"F0142_028N","累计-资金流量(游资)"
"F0142_029N","分钟-资金流量"
"F0142_030N","分钟-资金流量(游资)"
"F0142_031N","分钟-成交量加权平均价"
"F0142_032N","累计-成交量加权平均价"
"F0142_033N","分钟-VWAP标准差"
"F0142_034N","资金流量相对值"
"F0142_035N","资金流量每仓位"
"F0142_036N","昨虚实度"
"F0142_037N","今虚实度"
"F0142_038N","涨停板价"
"F0142_039N","跌停板价"
"F0142_040N","委买量"
"F0142_041N","委卖量"
"F0142_042N","单位合约损益"
"F0142_043N","隐含波动率(VIX)"
"F0142_044N","分钟-回报"
"F0142_045N","委买卖比"
"F0142_046N","距到期分钟数"
"F0142_049N","预留"
"F0198_003V","交易场所"
"F0198_002V","交易时间"
"F0198_005V","指数代码"
"F0198_006V","频率标识(1:1分钟;3:3分钟;5:5分钟)"
"F0198_007N","分钟-开盘"
"F0198_008N","分钟-收盘"
"F0198_009N","分钟-最高"
"F0198_010N","分钟-最低"
"F0198_011N","分钟-成交额"
"F0198_012N","分钟-成交量"
"F0198_013N","算法编号"
"F0198_014N","多空标志"
"F0198_015N","SAR值"
"F0198_016N","预留"
"OB_SEQ_ID","序列号"
"F0198_001D","交易日"
"F0198_004V","指数类别"
"F0200_014N","多空标志"
"F0200_013N","算法编号"
"F0200_016N","预留"
"OB_SEQ_ID","序列号"
"F0200_015N","SAR值"
"F0200_012N","分钟-成交量"
"F0200_011N","分钟-成交额"
"F0200_010N","分钟-最低"
"F0200_009N","分钟-最高"
"F0200_008N","分钟-收盘"
"F0200_007N","分钟-开盘"
"F0200_006V","频率标识(1:1分钟;3:3分钟;5:5分钟)"
"F0200_005V","ETF代码"
"F0200_004V","ETF类别"
"F0200_003V","交易场所"
"F0200_002V","交易时间"
"F0200_001D","交易日"
"F0201_014N","多空标志"
"F0201_001D","交易日"
"F0201_016N","预留"
"OB_SEQ_ID","序列号"
"F0201_013N","算法编号"
"F0201_012N","分钟-成交量"
"F0201_011N","分钟-成交额"
"F0201_010N","分钟-最低"
"F0201_009N","分钟-最高"
"F0201_008N","分钟-收盘"
"F0201_007N","分钟-开盘"
"F0201_006V","频率标识(1:1分钟；3:3分钟；5:5分钟)"
"F0201_005V","合约代码"
"F0201_004V","品种代码"
"F0201_003V","交易市场"
"F0201_002V","交易时间"
"F0201_015N","SAR值"
"F0215_050N","成交量10日均"
"F0215_051N","成交额3日均"
"F0215_052N","成交额5日均"
"F0215_053N","成交额10日均"
"F0215_054N","资金流3日均"
"F0215_055N","资金流5日均"
"F0215_056N","资金流10日均"
"F0215_057V","所属行业申万一级"
"OB_SEQ_ID","序列号"
"F0215_001D","交易日"
"F0215_002V","交易时间"
"F0215_003V","证券市场"
"F0215_004V","证券类型"
"F0215_005V","股票代码"
"F0215_006V","策略名称"
"F0215_008D","算法版本"
"F0215_009V","买卖标志"
"F0215_010N","序号"
"F0215_011N","当天-开盘价"
"F0215_012N","分钟-收盘价"
"F0215_013N","当天-最高价"
"F0215_014N","当天-最低价"
"F0215_015N","累计-涨跌幅"
"F0215_016N","累计-成交量加权平均价"
"F0215_017N","累计-成交量"
"F0215_018N","累计-成交额"
"F0215_019N","累计-交易笔数"
"F0215_020N","分钟-资金流量"
"F0215_021N","分钟-资金流量(特大户)"
"F0215_022N","分钟-资金流量(大户)"
"F0215_023N","分钟-资金流量(中户)"
"F0215_024N","分钟-资金流量(散户)"
"F0215_025N","分钟-资金流量(游资)"
"F0215_026N","累计-资金流量"
"F0215_027N","累计-资金流量(特大户)"
"F0215_028N","累计-资金流量(大户)"
"F0215_029N","累计-资金流量(中户)"
"F0215_030N","累计-资金流量(散户)"
"F0215_031N","累计-资金流量(游资)"
"F0215_032N","累计-资金流量相对值"
"F0215_033N","历史Beta"
"F0215_034N","调整Beta"
"F0215_035N","Alpha"
"F0215_036N","R平方"
"F0215_037N","误差标准偏差"
"F0215_038N","t检验"
"F0215_039N","相关系数"
"F0215_040N","超额回报均值"
"F0215_041N","期间回报标准差"
"F0215_042N","Delta"
"F0215_043N","样本点数"
"F0215_044N","成交量异动的次数"
"F0215_045N","成交笔数3日均"
"F0215_046N","成交笔数5日均"
"F0215_047N","成交笔数10日均"
"F0215_048N","成交量3日均"
"F0215_049N","成交量5日均"
"F0236_001D","交易日"
"OB_SEQ_ID","序列号"
"F0236_003V","交易市场"
"F0236_004V","品种代码"
"F0236_005V","合约代码"
"F0236_006V","频率标识(1:1分钟,3:3分钟.5:5分钟)"
"F0236_007N","分钟-开盘价"
"F0236_008N","分钟-收盘价"
"F0236_009N","分钟-最高价"
"F0236_010N","分钟-最低价"
"F0236_011N","分钟-成交额"
"F0236_012N","分钟-成交量"
"F0236_013N","算法编号"
"F0236_014N","第一组买信号"
"F0236_015N","第一组卖信号"
"F0236_016N","第二组买信号"
"F0236_017N","第二组卖信号"
"F0236_018N","第三组买信号"
"F0236_019N","第三组卖信号"
"F0236_020N","预留"
"F0236_021N","预留"
"F0236_022N","买卖标志(买方向为1,卖方向为2)"
"F0236_002V","交易时间"
"F0432_014N","开平仓标志 1开仓 2平仓"
"F0432_015N","买入或卖出价格"
"F0432_012N","频率标识"
"F0432_011N","SHORT值"
"F0432_010N","LONG值"
"F0432_009N","分钟-最低成交价"
"F0432_008N","分钟-最高成交价"
"F0432_007N","分钟-收盘"
"F0432_006N","分钟-开盘"
"F0432_005V","证券代码"
"F0432_004V","证券类别编码"
"F0432_003V","交易场所"
"F0432_002V","交易时间"
"F0432_001D","交易日"
"F0432_013N","买卖标志  1出现买点 2出现卖点"
"F0433_015N","买入或卖出价格"
"F0433_014N","开平仓标志 1开仓 2平仓"
"F0433_013N","买卖标志  1出现买点 2出现卖点"
"F0433_012N","频率标识"
"F0433_011N","SHORT值"
"F0433_010N","LONG值"
"F0433_009N","分钟-最低成交价"
"F0433_008N","分钟-最高成交价"
"F0433_007N","分钟-收盘"
"F0433_006N","分钟-开盘"
"F0433_005V","证券代码"
"F0433_004V","证券类别编码"
"F0433_003V","交易场所"
"F0433_001D","交易日"
"F0433_002V","交易时间"
"F0435_005V","证券代码"
"F0435_004V","证券类别编码"
"F0435_003V","交易场所"
"F0435_001D","交易日"
"F0435_006N","分钟-开盘"
"F0435_010N","LONG值"
"F0435_009N","分钟-最低成交价"
"F0435_008N","分钟-最高成交价"
"F0435_007N","分钟-收盘"
"F0435_011N","SHORT值"
"F0436_011N","SHORT值"
"F0436_012N","终端软件显示标志 0不显示 1显示"
"F0436_013N","买卖标志   1出现买点 2出现卖点"
"F0436_014N","开平仓标志  1开仓 2平仓"
"F0436_010N","LONG值"
"F0436_009N","分钟-最低成交价"
"F0436_008N","分钟-最高成交价"
"F0436_007N","分钟-收盘"
"F0436_006N","分钟-开盘"
"F0436_005V","证券代码"
"F0436_004V","证券类别编码"
"F0436_015N","买入或卖出价格"
"F0436_002V","交易时间"
"F0436_001D","交易日"
"F0436_003V","交易场所"
"F0437_010N","LONG值"
"F0437_011N","SHORT值"
"F0437_001D","交易日"
"F0437_002V","交易日"
"F0437_003V","交易场所"
"F0437_004V","证券类别编码"
"F0437_005V","证券代码"
"F0437_006N","分钟-开盘"
"F0437_007N","分钟-收盘"
"F0437_008N","分钟-最高成交价"
"F0437_009N","分钟-最低成交价"
"F0445_001D","交易日"
"F0445_002V","交易日"
"F0445_003V","交易场所"
"F0445_011N","SHORT值"
"F0445_010N","LONG值"
"F0445_004V","证券类别编码"
"F0445_008N","分钟-最高成交价"
"F0445_007N","分钟-收盘"
"F0445_006N","分钟-开盘"
"F0445_005V","证券代码"
"F0445_009N","分钟-最低成交价"
"F0447_006N","权重"
"F0447_005V","股票代码"
"F0447_003V","股票市场"
"F0447_004V","股票类型"
"F0447_002V","指数代码"
"F0447_001D","日期"
"F0450_004V","证券代码"
"F0450_003V","证券类别编码"
"F0450_005N","LN(VOL) -LN((VOL_LAG1+VOL_LAG2)/2)"
"F0450_001D","交易日"
"F0450_002V","交易场所"
"F0451_007N","日条件前5日的close、high、low标准化后的波动"
"F0451_008N","成交额 ln(lag1)/ln(lag2/2+lag3/2)-1"
"F0451_006N","15日资金流量相对值 sum(15日资金流量)/sum(15日成交额)"
"F0451_002V","交易场所"
"F0451_003V","证券类别编码"
"F0451_004V","证券代码"
"F0451_005N","10日流通市值均值排名最大的在前面"
"F0451_001D","交易日"
"F0452_008V","备注"
"F0452_007N","1 预减 2预增"
"F0452_006D","结束时间"
"F0452_005D","开始时间"
"F0452_004V","证券代码"
"F0452_003V","证券类别编码"
"F0452_001D","交易日"
"F0452_002V","交易场所"
"F0453_007N","前五日成交量均值"
"F0453_008N","日频率成交量预测值"
"F0453_009N","当日分钟累计成交量"
"F0453_010N","三日分钟累计成交量均值"
"F0453_006N","昨日成交量"
"F0453_003V","交易场所"
"F0453_004V","证券类别编码"
"F0453_012N","预测当日成交量调整值"
"F0453_011N","分钟频率成交量预测值"
"F0453_001D","交易日"
"F0453_002V","交易时间"
"F0453_005V","证券代码"
"F0454_008N","开平仓标志  1开仓 2平仓"
"F0454_007N","买卖标志   1出现买点 2出现卖点"
"F0454_006N","分钟-收盘"
"F0454_005V","证券代码"
"F0454_004V","证券类别编码"
"F0454_003V","交易场所"
"F0454_002V","交易时间"
"F0454_001D","交易日"
"F0455_005N","1营业收入QoQ增加 2营业收入QoQ减少"
"F0455_004V","证券代码"
"F0455_003V","证券类别编码"
"F0455_002V","交易场所"
"F0455_001D","交易日"
"F0455_006N","指数代码"
"F0500_015N","买入或卖出价格"
"F0500_010N","LONG值"
"F0500_002V","交易时间"
"F0500_003V","交易场所"
"F0500_004V","证券类别编码"
"F0500_005V","证券代码"
"F0500_006N","分钟-开盘"
"F0500_007N","分钟-收盘"
"F0500_008N","分钟-最高成交价"
"F0500_009N","分钟-最低成交价"
"F0500_014N","开平仓标志 1开仓 2平仓"
"F0500_013N","买卖标志  1出现买点 2出现卖点"
"F0500_012N","频率标识"
"F0500_011N","SHORT值"
"F0500_001D","交易日"
"F0501_011N","SHORT值"
"F0501_009N","分钟-最低成交价"
"F0501_008N","分钟-最高成交价"
"F0501_007N","分钟-收盘"
"F0501_006N","分钟-开盘"
"F0501_005V","证券代码"
"F0501_004V","证券类别编码"
"F0501_003V","交易场所"
"F0501_010N","LONG值"
"F0501_001D","交易日"
"F0501_002V","交易日"
"F0502_011N","SHORT值"
"F0502_010N","LONG值"
"F0502_009N","分钟-最低成交价"
"F0502_008N","分钟-最高成交价"
"F0502_007N","分钟-收盘"
"F0502_006N","分钟-开盘"
"F0502_005V","证券代码"
"F0502_004V","证券类别编码"
"F0502_001D","交易日"
"F0502_003V","交易场所"
"F0503_012N","终端软件显示标志 0不显示 1显示"
"F0503_001D","交易日"
"F0503_002V","交易时间"
"F0503_003V","交易场所"
"F0503_004V","证券类别编码"
"F0503_005V","证券代码"
"F0503_006N","分钟-开盘"
"F0503_007N","分钟-收盘"
"F0503_008N","分钟-最高成交价"
"F0503_009N","分钟-最低成交价"
"F0503_015N","买入或卖出价格"
"F0503_014N","开平仓标志  1开仓 2平仓"
"F0503_013N","买卖标志   1出现买点 2出现卖点"
"F0503_011N","SHORT值"
"F0503_010N","LONG值"
"F0504_011N","SHORT值"
"F0504_001D","交易日"
"F0504_003V","交易场所"
"F0504_004V","证券类别编码"
"F0504_010N","LONG值"
"F0504_006N","分钟-开盘"
"F0504_007N","分钟-收盘"
"F0504_008N","分钟-最高成交价"
"F0504_009N","分钟-最低成交价"
"F0504_005V","证券代码"
"F0505_001D","交易日"
"F0505_002V","交易时间"
"F0505_003V","交易场所"
"F0505_004V","证券类别编码"
"F0505_005V","证券代码"
"F0505_006N","分钟-开盘"
"F0505_007N","分钟-收盘"
"F0505_008N","分钟-最高成交价"
"F0505_009N","分钟-最低成交价"
"F0505_010N","LONG值"
"F0505_011N","SHORT值"
"F0505_012N","终端软件显示标志 0不显示 1显示"
"F0505_013N","买卖标志   1出现买点 2出现卖点"
"F0505_014N","开平仓标志  1开仓 2平仓"
"F0505_015N","买入或卖出价格"
"F0510_006N","开盘"
"F0510_007N","收盘"
"F0510_008N","最高成交价"
"F0510_009N","最低成交价"
"F0510_010N","mean值"
"F0510_011N","sigma值"
"F0510_001D","交易日"
"F0510_003V","交易场所"
"F0510_004V","证券类别编码"
"F0510_005V","证券代码"
"F0511_001D","交易日"
"F0511_002V","交易时间"
"F0511_003V","交易场所"
"F0511_004V","证券类别编码"
"F0511_005V","证券代码"
"F0511_006N","Z-Score值"
"F0511_007N","Range值"
"F0511_008N","买卖信号  1买入开仓  2卖出开仓 3卖出平仓 4买入平仓 0无操作"
